H	satellite.system.persist()	1 22 7	M22	0	0	0
H	satellite.system.persist(x)	1 22 8	M22	1	0	0
.	satellite.thread	1 23		0	0	0
.	satellite.thread()	1 23 0		0	0	0
.	satellite.thread.new	1 23 1		0	0	0
.	satellite.window	1 24		0	0	0
.	satellite.window()	1 24 0		0	0	0
.	satellite.window.new	1 24 1		0	0	0
.	satellite.window.console	1 24 2		0	0	0
.	satellite.window.console()	1 24 2 0		0	0	0
.	satellite.window.console.new(title, width, height)	1 24 2 1		0	0	0
